0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,gesture_label
0.7725927233695984,0.7635638117790222,0.7107023596763611,0.6647146344184875,0.643391489982605,0.5721880197525024,0.48981085419654846,0.43388035893440247,0.3861626386642456,0.5449824929237366,0.44533294439315796,0.378179669380188,0.32186487317085266,0.5441250205039978,0.4449256658554077,0.38137662410736084,0.32732540369033813,0.5688011050224304,0.4918830394744873,0.4427816867828369,0.39629772305488586,0
0.7743080258369446,0.7869744896888733,0.7668081521987915,0.7529803514480591,0.7515778541564941,0.6287199854850769,0.5748733282089233,0.5391843318939209,0.5081238150596619,0.5869558453559875,0.5098737478256226,0.4616226851940155,0.421177476644516,0.5654820799827576,0.48454707860946655,0.435560405254364,0.39420396089553833,0.559773862361908,0.4901624321937561,0.4439561069011688,0.40208905935287476,0
0.7620094418525696,0.8189146518707275,0.8478633761405945,0.8727632164955139,0.9009121060371399,0.729912519454956,0.7167418599128723,0.7044625878334045,0.6926072835922241,0.6761828660964966,0.6482270359992981,0.6300654411315918,0.6140030026435852,0.6321781873703003,0.5898047685623169,0.5678431987762451,0.5518697500228882,0.5957254767417908,0.544371485710144,0.5128230452537537,0.48662781715393066,0
0.936826765537262,0.8768799901008606,0.7885433435440063,0.7137387990951538,0.6505366563796997,0.6569834351539612,0.5664257407188416,0.5145869255065918,0.4691295325756073,0.6585693359375,0.5578827857971191,0.49633440375328064,0.4443517327308655,0.6815075874328613,0.5910979509353638,0.5308574438095093,0.475622296333313,0.7229258418083191,0.6556583642959595,0.6087918877601624,0.5614489316940308,0
0.8395222425460815,0.7882139682769775,0.6977653503417969,0.6222236752510071,0.5649127960205078,0.5700901746749878,0.4832414388656616,0.4324797987937927,0.38906586170196533,0.5657455325126648,0.4646293520927429,0.4019503891468048,0.35019558668136597,0.5835012197494507,0.4917317032814026,0.43283727765083313,0.3788297176361084,0.618910551071167,0.5536437630653381,0.5056894421577454,0.4557543694972992,0
0.7812744379043579,0.7330657243728638,0.6519680023193359,0.5827703475952148,0.529949426651001,0.5248520970344543,0.43869853019714355,0.3878563940525055,0.3446880578994751,0.5171037316322327,0.41698646545410156,0.35541656613349915,0.3045598268508911,0.5319977402687073,0.43992650508880615,0.3804513216018677,0.3267901539802551,0.5648555755615234,0.4983821511268616,0.4503946602344513,0.40204864740371704,0
0.8253398537635803,0.7446877360343933,0.6352134943008423,0.547932505607605,0.47974085807800293,0.5471664071083069,0.47035253047943115,0.426824152469635,0.3910716772079468,0.5646936893463135,0.4822109639644623,0.432392954826355,0.39197999238967896,0.5996299982070923,0.5277414917945862,0.4807747006416321,0.43561598658561707,0.6483404040336609,0.6034082770347595,0.5714688301086426,0.5351212024688721,0
0.8294901847839355,0.7640403509140015,0.6767362356185913,0.5983970761299133,0.531790018081665,0.5680293440818787,0.4870389699935913,0.4385342597961426,0.3941875398159027,0.5632100701332092,0.47641319036483765,0.4196089506149292,0.3692876100540161,0.5804852843284607,0.49295639991760254,0.4351942241191864,0.3820774555206299,0.6147403120994568,0.5475560426712036,0.4990934431552887,0.451323002576828,0
0.8336541652679443,0.8154081702232361,0.7550303339958191,0.6974603533744812,0.6483104228973389,0.6263420581817627,0.561024010181427,0.5271306037902832,0.4987331032752991,0.5973064303398132,0.5194275975227356,0.4767262935638428,0.44164884090423584,0.5872779488563538,0.504129946231842,0.4593704342842102,0.42302900552749634,0.591020405292511,0.5175297260284424,0.4709995985031128,0.4298347234725952,0
0.8481848239898682,0.8154824376106262,0.7485446333885193,0.6837574243545532,0.6364188194274902,0.6007579565048218,0.5186330676078796,0.4654601514339447,0.4182860851287842,0.577514111995697,0.4760078191757202,0.411382794380188,0.3564731180667877,0.5788926482200623,0.47882771492004395,0.4169766902923584,0.36268964409828186,0.5996691584587097,0.5226690769195557,0.46839046478271484,0.4144999384880066,0
0.8306599259376526,0.7960530519485474,0.7189687490463257,0.6380692720413208,0.5890367031097412,0.6416757106781006,0.5836015939712524,0.6493431925773621,0.6748899221420288,0.6299302577972412,0.5678507685661316,0.657110333442688,0.6778490543365479,0.6287847757339478,0.5669142603874207,0.660491406917572,0.6872437000274658,0.6348025798797607,0.5928791761398315,0.65755695104599,0.681683361530304,1
0.825238823890686,0.8054244518280029,0.7387782335281372,0.6537525057792664,0.5959168672561646,0.6527761220932007,0.6007921695709229,0.6681318283081055,0.688083291053772,0.6355425715446472,0.5820419788360596,0.6724652051925659,0.6851462125778198,0.6272223591804504,0.5706626772880554,0.6662445068359375,0.6863632202148438,0.6241405606269836,0.5905196070671082,0.6567718982696533,0.6757455468177795,1
0.8002697825431824,0.7709678411483765,0.6841198205947876,0.5925845503807068,0.5481215119361877,0.6038751006126404,0.5428571105003357,0.6154611706733704,0.6358542442321777,0.5881767868995667,0.5266112089157104,0.6167394518852234,0.6315714120864868,0.5866238474845886,0.5276269912719727,0.6229899525642395,0.6455296277999878,0.5916791558265686,0.5511686205863953,0.6168462038040161,0.6374126672744751,1
0.7983461618423462,0.7676075100898743,0.6834433078765869,0.5933163166046143,0.5468350648880005,0.6043753623962402,0.5441006422042847,0.6156793236732483,0.6344628930091858,0.5876182317733765,0.5262459516525269,0.6150918006896973,0.6296088695526123,0.5850474834442139,0.5263808369636536,0.6201364994049072,0.6417506337165833,0.5889901518821716,0.5487868785858154,0.6126716732978821,0.6315537691116333,1
0.8024995923042297,0.7789704203605652,0.7152308225631714,0.6409809589385986,0.5866110324859619,0.6380159854888916,0.5890969038009644,0.6430994272232056,0.6853811740875244,0.6148457527160645,0.5555058717727661,0.6281753778457642,0.6703920960426331,0.6009054183959961,0.538313627243042,0.6155076026916504,0.6558809280395508,0.5975005626678467,0.5556596517562866,0.6126410365104675,0.6430163979530334,1
0.7903866767883301,0.7870087027549744,0.7221760153770447,0.6275381445884705,0.5620077252388,0.6682078838348389,0.6270723342895508,0.6654862761497498,0.7011744976043701,0.6263213157653809,0.571247398853302,0.6264036893844604,0.6683322191238403,0.595844030380249,0.5329046845436096,0.5986385941505432,0.6418572068214417,0.5755990743637085,0.5373319387435913,0.5900171399116516,0.6239014863967896,1
0.7674021124839783,0.7184724807739258,0.638852596282959,0.5724007487297058,0.531054675579071,0.577664315700531,0.5124436616897583,0.5583031177520752,0.6075223684310913,0.5683497786521912,0.49305033683776855,0.5638673901557922,0.6182531118392944,0.5708910822868347,0.4993787109851837,0.5758939385414124,0.6264004707336426,0.5870612263679504,0.5340227484703064,0.5900475978851318,0.629825234413147,1
0.7577381730079651,0.7484095096588135,0.6990569829940796,0.6307452917098999,0.6008070707321167,0.6546269059181213,0.6037079691886902,0.6203879117965698,0.6542214155197144,0.6269952654838562,0.5666067600250244,0.6119391322135925,0.6572881937026978,0.6087368726730347,0.5483024716377258,0.6063739061355591,0.6522359251976013,0.6001536846160889,0.5562383532524109,0.600640594959259,0.6394100189208984,1
0.7933639287948608,0.7650945782661438,0.6850614547729492,0.6028637886047363,0.5496212840080261,0.5766023397445679,0.5430541634559631,0.6177218556404114,0.6285282969474792,0.5511662364006042,0.528211772441864,0.6221565008163452,0.6187965273857117,0.5502967834472656,0.5428000688552856,0.6336421966552734,0.6307048201560974,0.5642852187156677,0.5835883617401123,0.6463603377342224,0.6413565874099731,1
0.8150582313537598,0.8066461086273193,0.7399522066116333,0.6524081826210022,0.585686206817627,0.6855092644691467,0.6347001194953918,0.6882395148277283,0.7071768641471863,0.647965133190155,0.5942071080207825,0.6633080840110779,0.6791743040084839,0.6207332015037537,0.5586599707603455,0.6411537528038025,0.6691485047340393,0.5992945432662964,0.5666080713272095,0.6273700594902039,0.65318763256073,1
0.8142315745353699,0.7969876527786255,0.7342842817306519,0.6514686942100525,0.5754433274269104,0.606155514717102,0.5261267423629761,0.50933837890625,0.5429836511611938,0.5728945732116699,0.46673619747161865,0.4596068859100342,0.5098051428794861,0.5623723864555359,0.46422243118286133,0.45672348141670227,0.5070835947990417,0.5676155686378479,0.48494577407836914,0.47127801179885864,0.5034905672073364,1
0.8301374912261963,0.8094183206558228,0.7381247878074646,0.650943398475647,0.5876128673553467,0.6531286239624023,0.5944163799285889,0.6637856364250183,0.6784437298774719,0.6224042177200317,0.5569584369659424,0.6472913026809692,0.6568596959114075,0.6100330352783203,0.5511763691902161,0.6483782529830933,0.6617041230201721,0.6067259907722473,0.5761063694953918,0.6431142091751099,0.6546304821968079,1
0.8463187217712402,0.8293256759643555,0.7678112387657166,0.6884886622428894,0.6201794147491455,0.6564897894859314,0.6248027086257935,0.6942587494850159,0.6961105465888977,0.6292582750320435,0.5996243953704834,0.6918514370918274,0.6832138895988464,0.618812084197998,0.5905104279518127,0.6880174279212952,0.6857350468635559,0.6177747249603271,0.6134189963340759,0.6799219846725464,0.6790415644645691,1
0.8265095353126526,0.8120254278182983,0.7535942196846008,0.6761969923973083,0.5996144413948059,0.6309291124343872,0.5528595447540283,0.5394746661186218,0.5741240382194519,0.5961652994155884,0.49890053272247314,0.49543195962905884,0.5426862835884094,0.5801973342895508,0.48610275983810425,0.4782434105873108,0.5268641710281372,0.57856684923172,0.5010714530944824,0.4889323115348816,0.5231056213378906,1
0.8175519704818726,0.7993112802505493,0.7290612459182739,0.6406129598617554,0.5815519094467163,0.6453368067741394,0.5927082896232605,0.6581459045410156,0.6762287020683289,0.6215588450431824,0.5659964084625244,0.6524834632873535,0.6656081676483154,0.6119779348373413,0.5597964525222778,0.6533828377723694,0.6734638214111328,0.6087009906768799,0.5774219036102295,0.6429169774055481,0.6606266498565674,1
0.7979206442832947,0.795296847820282,0.7351407408714294,0.6557241678237915,0.6094349026679993,0.6894533634185791,0.6575264930725098,0.6931041479110718,0.7107430100440979,0.6626182198524475,0.618690550327301,0.6762114763259888,0.704708993434906,0.6426791548728943,0.5911937952041626,0.6602072715759277,0.6965452432632446,0.6275606751441956,0.5903704166412354,0.6376429796218872,0.6678724884986877,1
0.7997798919677734,0.8296550512313843,0.8339148163795471,0.7765704393386841,0.7051558494567871,0.7455883622169495,0.7464509606361389,0.7823379635810852,0.7735218405723572,0.6964777112007141,0.689620316028595,0.7454982399940491,0.7350035309791565,0.6561681032180786,0.6453008651733398,0.7121680974960327,0.706688642501831,0.6149609088897705,0.6206707954406738,0.6744722127914429,0.6743467450141907,1
0.8326302766799927,0.8147767782211304,0.7539332509040833,0.6741230487823486,0.6040658950805664,0.6559773087501526,0.5933339595794678,0.6592479348182678,0.6860033869743347,0.6344944834709167,0.5660309195518494,0.6549474596977234,0.6812298893928528,0.6244039535522461,0.5702770948410034,0.6695401072502136,0.7007763981819153,0.6218539476394653,0.5904701948165894,0.6624345183372498,0.6898168325424194,1
0.815609872341156,0.7968652248382568,0.7361406683921814,0.6576358079910278,0.5867869257926941,0.6288965344429016,0.5652544498443604,0.5439053177833557,0.5477105379104614,0.5984252691268921,0.5143100619316101,0.4957802891731262,0.5184445977210999,0.5839341878890991,0.49704214930534363,0.48663169145584106,0.5278259515762329,0.5787661671638489,0.5072304010391235,0.493866503238678,0.5252730846405029,1
0.8264185190200806,0.8058640360832214,0.7440084218978882,0.6652005910873413,0.5881752967834473,0.645990252494812,0.5797106027603149,0.6339588165283203,0.6716717481613159,0.6204490661621094,0.5444826483726501,0.6243167519569397,0.6683939099311829,0.6072181463241577,0.5348957180976868,0.6233893632888794,0.6716440916061401,0.6044006943702698,0.5586029291152954,0.6231046319007874,0.6629248261451721,1
0.8528592586517334,0.8281474709510803,0.7465016841888428,0.6614034175872803,0.58970046043396,0.6020548939704895,0.5103998184204102,0.45717185735702515,0.4099966287612915,0.5770584344863892,0.47580814361572266,0.41506126523017883,0.3642174303531647,0.57084721326828,0.47623687982559204,0.42140722274780273,0.3742747902870178,0.5809381008148193,0.5069513320922852,0.4617554545402527,0.4191368520259857,0
0.8325427770614624,0.8404630422592163,0.7958028316497803,0.7290305495262146,0.6650511026382446,0.6524811387062073,0.5874000787734985,0.5449886322021484,0.5023375153541565,0.6142042875289917,0.5404554009437561,0.49387025833129883,0.4518185257911682,0.5910162925720215,0.5200309157371521,0.48122549057006836,0.44795721769332886,0.5788692235946655,0.5206677913665771,0.4879005551338196,0.4584077000617981,0
0.8796676397323608,0.8250547051429749,0.7230628728866577,0.6245967149734497,0.5487861037254333,0.5868471264839172,0.4846773147583008,0.4246652126312256,0.3693115711212158,0.5727121829986572,0.4603758454322815,0.3903850317001343,0.32974979281425476,0.580439031124115,0.4734220802783966,0.40797144174575806,0.3513090908527374,0.6066077351570129,0.5222442150115967,0.4682781994342804,0.4171451926231384,0
0.8906046152114868,0.8532536029815674,0.7764577865600586,0.7161197662353516,0.6835063099861145,0.6074633002281189,0.5109884142875671,0.44771966338157654,0.3964330852031708,0.582229495048523,0.4662649631500244,0.39529988169670105,0.33753344416618347,0.5852485299110413,0.4718003273010254,0.4013485312461853,0.3398916721343994,0.6137821078300476,0.5363271832466125,0.4813051223754883,0.42812883853912354,0
0.8991540670394897,0.8737104535102844,0.8125817775726318,0.77378249168396,0.7701942324638367,0.6222765445709229,0.5258956551551819,0.46460723876953125,0.41109785437583923,0.5913361310958862,0.47012561559677124,0.39611896872520447,0.3361830413341522,0.5929548740386963,0.4776960015296936,0.4059026539325714,0.3417886793613434,0.6233271360397339,0.5419196486473083,0.4868796467781067,0.43433406949043274,0
0.8665351867675781,0.8413999676704407,0.7754621505737305,0.685455858707428,0.6289007067680359,0.6709207892417908,0.5949681401252747,0.6477407813072205,0.6845955848693848,0.6454997062683105,0.5536671876907349,0.6285673975944519,0.6765653491020203,0.6332380175590515,0.5393585562705994,0.6214380264282227,0.678899347782135,0.6324865221977234,0.5751941204071045,0.6322192549705505,0.6813414096832275,1
